Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional,points
395,Olamide Zaccheaus,ATL,22,wr,10,0,5,3,60.00%,115,38.3,1,2,93,23,0.3,11.5,0,ZaccOl01,20.5
396,Alex Armah,CAR,25,fb,16,1,2,2,100.00%,6,3,0,0,4,3,0.1,0.4,0,ArmaAl00,2.6
397,Chad Beebe,MIN,25,wr,3,0,2,2,100.00%,70,35,0,2,61,35,0.7,23.3,3,BeebCh00,3
398,Josh Bellamy,NYJ,30,wr,7,0,3,2,66.70%,20,10,0,1,15,6.7,0.3,2.9,0,BellJo02,4
399,Nick Bellore,SEA,30,lb,14,1,2,2,100.00%,23,11.5,1,2,20,11.5,0.1,1.6,0,BellNi01,10.3
400,C.J. Board,JAX,26,wr,4,0,4,2,50.00%,31,15.5,0,1,23,7.8,0.5,7.8,0,BoarC.00,5.1
401,Fred Brown,DEN,26,wr,13,1,3,2,66.70%,21,10.5,0,1,16,7,0.2,1.6,1,BrowFr01,2.1
402,Malcolm Brown,LAR,26,rb,14,1,6,2,33.30%,16,8,0,0,10,2.7,0.1,1.1,0,BrowMa03,3.6
403,Pharaoh Brown,CLE,25,TE,9,6,3,2,66.70%,27,13.5,0,1,18,9,0.2,3,0,BrowPh01,4.7
404,Deontay Burnett,PHI,22,wr,1,1,4,2,50.00%,48,24,0,1,41,12,2,48,0,BurnDe00,6.8
405,Cethan Carter,CIN,24,te,15,0,3,2,66.70%,13,6.5,1,2,8,4.3,0.1,0.9,0,CartCe00,9.3
406,Robert Davis,2TM,24,,6,3,5,2,40.00%,17,8.5,0,2,11,3.4,0.3,2.8,0,DaviRo00,3.7
407,Ashton Dulin,IND,22,wr,13,0,2,2,100.00%,17,8.5,0,0,13,8.5,0.2,1.3,0,DuliAs00,3.7
408,Tyler Ervin,2TM,26,,10,0,4,2,50.00%,11,5.5,0,1,6,2.8,0.2,1.1,2,ErviTy00,-0.9
409,Rico Gafford,OAK,23,db,4,1,2,2,100.00%,66,33,1,2,49,33,0.5,16.5,0,GaffRi00,14.6
410,Wes Hills,DET,24,rb,1,1,2,2,100.00%,1,0.5,0,0,2,0.5,2,1,0,HillWe00,2.1
411,Alexander Hollins,MIN,23,wr,5,1,4,2,50.00%,46,23,0,2,35,11.5,0.4,9.2,0,HollAl00,6.6
412,Cody Hollister,TEN,26,wr,5,0,2,2,100.00%,13,6.5,0,0,11,6.5,0.4,2.6,0,HollCo00,3.3
413,Tanner Hudson,TAM,25,te,9,1,5,2,40.00%,26,13,0,1,14,5.2,0.2,2.9,0,HudsTa00,4.6
414,Ishmael Hyman,TAM,24,wr,2,1,4,2,50.00%,34,17,0,2,31,8.5,1,17,0,HymaIs00,5.4
415,Darius Jennings,TEN,27,wr,8,0,5,2,40.00%,17,8.5,0,2,11,3.4,0.3,2.1,0,JennDa00,3.7
416,T.J. Logan,TAM,25,fb,12,0,3,2,66.70%,13,6.5,0,1,11,4.3,0.2,1.1,0,LogaT.00,3.3
417,Steven Mitchell,HOU,25,wr,3,1,6,2,33.30%,37,18.5,0,2,21,6.2,0.7,12.3,0,MitcSt02,5.7
418,Jason Moore,LAC,24,wr,10,0,5,2,40.00%,43,21.5,0,2,32,8.6,0.2,4.3,0,MoorJa02,6.3
419,Isaac Nauta,DET,22,te,6,0,3,2,66.70%,13,6.5,0,1,10,4.3,0.3,2.2,0,NautIs00,3.3
420,Roosevelt Nix,PIT,27,rb,3,0,3,2,66.70%,4,2,0,0,4,1.3,0.7,1.3,0,NixxRo01,2.4
421,Gunner Olszewski,NWE,23,wr,8,0,4,2,50.00%,34,17,0,1,29,8.5,0.3,4.3,1,OlszGu00,3.4
422,Elijhaa Penny,NYG,26,rb,16,1,4,2,50.00%,9,4.5,0,0,9,2.3,0.1,0.6,0,PennEl00,2.9
423,Troymaine Pope,LAC,26,rb,14,0,3,2,66.70%,14,7,1,1,13,4.7,0.1,1,1,PopeTr00,7.4
424,Eric Saubert,CHI,25,te,2,0,3,2,66.70%,21,10.5,0,1,11,7,1,10.5,0,SaubEr00,4.1
425,Da'Mari Scott,NYG,24,wr,5,2,3,2,66.70%,22,11,0,2,11,7.3,0.4,4.4,0,ScotDa02,4.2
426,Anthony Sherman,KAN,31,rb,16,0,3,2,66.70%,22,11,0,2,15,7.3,0.1,1.4,0,SherAn00,4.2
427,Scott Simonson,NYG,27,te,5,1,2,2,100.00%,11,5.5,0,1,10,5.5,0.4,2.2,0,SimoSc00,3.1
428,Cam Sims,WAS,23,wr,7,1,3,2,66.70%,27,13.5,0,1,15,9,0.3,3.9,0,SimsCa00,4.7
429,Mike Thomas,LAR,25,wr,16,0,5,2,40.00%,14,7,0,1,9,2.8,0.1,0.9,0,ThomMi04,3.4
430,Levine Toilolo,SFO,28,te,13,0,2,2,100.00%,10,5,0,0,8,5,0.2,0.8,0,ToilLe00,3
431,Michael Walker,JAX,23,wr,7,0,3,2,66.70%,15,7.5,0,1,9,5,0.3,2.1,2,WalkMi00,-0.5
432,Trevon Wesco,NYJ,24,,16,1,3,2,66.70%,47,23.5,0,2,32,15.7,0.1,2.9,0,WescTr00,6.7
433,Zach Zenner,3TM,28,,5,0,3,2,66.70%,19,9.5,0,2,13,6.3,0.4,3.8,0,ZennZa00,3.9
434,Jamal Agnew,DET,24,db,13,0,2,1,50.00%,-2,-2,0,0,-2,-1,0.1,-0.2,1,AgneJa00,-1.2
435,Javorius Allen,NYG,28,rb,10,0,2,1,50.00%,9,9,0,0,9,4.5,0.1,0.9,0,AlleJa01,1.9
436,Antony Auclair,TAM,26,te,8,5,3,1,33.30%,11,11,0,1,11,3.7,0.1,1.4,0,AuclAn00,2.1
437,David Blough,DET,24,qb,5,5,1,1,100.00%,19,19,1,1,19,19,0.2,3.8,1,BlouDa00,6.9
438,Garrett Bradbury,MIN,24,C,16,16,1,1,100.00%,-4,-4,0,0,-4,-4,0.1,-0.3,0,BradGa00,0.6
439,Jacoby Brissett,IND,27,QB,15,15,1,1,100.00%,2,2,0,0,2,2,0.1,0.1,7,BrisJa00,-12.8
440,Ventell Bryant,DAL,23,wr,12,0,1,1,100.00%,15,15,1,1,15,15,0.1,1.3,0,BryaVe00,8.5
441,Kevin Byard,TEN,26,FS,16,16,1,1,100.00%,11,11,0,1,11,11,0.1,0.7,0,ByarKe01,2.1
442,Austin Carr,NOR,26,wr,6,3,4,1,25.00%,9,9,0,1,9,2.3,0.2,1.5,0,CarrAu00,1.9
443,Sean Culkin,LAC,26,te,4,2,2,1,50.00%,12,12,0,1,12,6,0.3,3,0,CulkSe00,2.2
444,Andy Dalton,CIN,32,QB,13,13,1,1,100.00%,-4,-4,0,0,-4,-4,0.1,-0.3,8,DaltAn00,-15.4
445,Darrell Daniels,ARI,25,te,11,0,3,1,33.30%,4,4,0,1,4,1.3,0.1,0.4,0,DaniDa02,1.4
446,Cody Davis,JAX,30,db,16,0,1,1,100.00%,7,7,0,1,7,7,0.1,0.4,0,DaviCo02,1.7
447,Rashard Davis,TEN,24,wr,1,0,1,1,100.00%,16,16,0,1,16,16,1,16,0,DaviRa01,2.6
448,Dion Dawkins,BUF,25,LT,16,16,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,DawkDi00,7.1
449,Michael Deiter,MIA,23,LG,16,15,1,1,100.00%,0,0,0,0,0,0,0.1,0,0,DeitMi00,1
450,Jeff Driskel,DET,26,qb,3,3,1,1,100.00%,6,6,0,0,6,6,0.3,2,1,DrisJe00,-0.4
451,Quincy Enunwa,NYJ,27,wr,1,1,3,1,33.30%,-4,-4,0,0,8,-1.3,1,-4,1,EnunQu00,-1.4
452,Zach Gentry,PIT,23,te,4,0,1,1,100.00%,4,4,0,1,4,4,0.3,1,0,GentZa00,1.4
453,Cyril Grayson,TAM,26,wr,2,0,1,1,100.00%,3,3,0,0,3,3,0.5,1.5,0,GrayCy01,1.3
454,Xavier Grimble,PIT,27,te,3,1,3,1,33.30%,3,3,0,0,3,1,0.3,1,0,GrimXa00,1.3
455,Dwayne Harris,OAK,32,wr,3,0,1,1,100.00%,7,7,0,0,7,7,0.3,2.3,0,HarrDw00,1.7
456,Chris Herndon,NYJ,23,te,1,0,2,1,50.00%,7,7,0,0,7,3.5,1,7,0,HernCh00,1.7
457,Krishawn Hogan,NOR,24,wr,8,0,1,1,100.00%,4,4,0,0,4,4,0.1,0.5,0,HogaKr00,1.4
458,Jakob Johnson,NWE,25,FB,4,3,2,1,50.00%,5,5,0,0,5,2.5,0.3,1.3,0,JohnJa12,1.5
459,Charles Jones,JAX,23,te,4,0,1,1,100.00%,5,5,0,0,5,5,0.3,1.3,0,JoneCh10,1.5
460,Taiwan Jones,HOU,31,rb,11,0,1,1,100.00%,9,9,0,0,9,9,0.1,0.8,0,JoneTa00,1.9
461,Dennis Kelly,TEN,29,t,15,4,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,KellDe00,7.1
462,Ben Koyack,JAX,26,te,11,6,3,1,33.30%,9,9,0,0,9,3,0.1,0.8,0,KoyaBe00,1.9
463,Chris Manhertz,CAR,27,te,15,6,1,1,100.00%,11,11,0,1,11,11,0.1,0.7,0,ManhCh00,2.1
464,Codey McElroy,TAM,27,te,1,0,1,1,100.00%,30,30,0,1,30,30,1,30,0,McElCo00,4
465,Kaleb McGary,ATL,24,RT,16,16,1,1,100.00%,-3,-3,0,0,-3,-3,0.1,-0.2,0,McGaKa00,0.7
466,Qadree Ollison,ATL,23,rb,8,0,2,1,50.00%,7,7,0,1,7,3.5,0.1,0.9,1,OlliQa00,-0.3
467,Ricky Ortiz,NOR,25,fb,1,0,1,1,100.00%,8,8,0,0,8,8,1,8,0,OrtiRi00,1.8
468,Paul Perkins,DET,25,rb,4,0,1,1,100.00%,9,9,0,0,9,9,0.3,2.3,0,PerkPa00,1.9
469,Senorise Perry,BUF,28,rb,11,0,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,0,PerrSe00,1.1
470,David Quessenberry,TEN,29,t,4,0,1,1,100.00%,1,1,1,1,1,1,0.3,0.3,0,QuesDa00,7.1
471,Elandon Roberts,NWE,25,lb,16,3,1,1,100.00%,38,38,1,1,38,38,0.1,2.4,0,RobeEl00,10.8
472,Ty Sambrailo,ATL,27,t,13,0,1,1,100.00%,35,35,1,1,35,35,0.1,2.7,0,SambTy00,10.5
473,Jason Sanders,MIA,24,k,16,0,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,SandJa00,7.1
474,Bo Scarbrough,DET,25,rb,6,5,4,1,25.00%,5,5,0,0,5,1.3,0.2,0.8,1,ScarBo01,-0.5
475,Dalton Schultz,DAL,23,te,16,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.4,0,SchuDa00,1.6
476,Jaleel Scott,BAL,24,wr,3,0,3,1,33.30%,6,6,0,0,6,2,0.3,2,0,ScotJa02,1.6
477,Nick Scott,LAR,24,db,16,0,1,1,100.00%,23,23,0,1,23,23,0.1,1.4,0,ScotNi01,3.3
478,Darrius Shepherd,GNB,24,wr,6,0,2,1,50.00%,1,1,0,0,1,0.5,0.2,0.2,1,ShepDa00,-0.9
479,Jeff Smith,NYJ,22,wr,1,0,2,1,50.00%,12,12,0,1,12,6,1,12,0,SmitJe03,2.2
480,Keith Smith,ATL,27,fb,16,5,3,1,33.30%,13,13,0,1,13,4.3,0.1,0.8,0,SmitKe03,2.3
481,Tyrone Swoopes,SEA,25,te,5,2,1,1,100.00%,5,5,0,0,5,5,0.2,1,0,SwooTy00,1.5
482,Wyatt Teller,CLE,25,RG,15,9,1,1,100.00%,-5,-5,0,0,-5,-5,0.1,-0.3,0,TellWy00,0.5
483,De'Anthony Thomas,2TM,26,,14,0,2,1,50.00%,6,6,0,0,6,3,0.1,0.4,3,ThomDe05,-4.4
484,Jordan Thomas,HOU,23,te,5,2,3,1,33.30%,8,8,0,0,8,2.7,0.2,1.6,0,ThomJo05,1.8
485,Eric Tomlinson,3TM,27,,8,3,1,1,100.00%,1,1,0,0,1,1,0.1,0.1,0,TomlEr01,1.1
486,John Ursua,SEA,25,wr,3,0,1,1,100.00%,11,11,0,1,11,11,0.3,3.7,0,UrsuJo00,2.1
487,Vita Vea,TAM,24,NT,16,16,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,0,VeaxVi00,7.1
488,Dwayne Washington,NOR,25,rb,16,0,1,1,100.00%,6,6,0,0,6,6,0.1,0.4,0,WashDw00,1.6
489,Deshaun Watson*,HOU,24,QB,15,15,1,1,100.00%,6,6,1,1,6,6,0.1,0.4,10,WatsDe00,-12.4
490,Kerrith Whyte Jr,PIT,23,rb,6,0,1,1,100.00%,9,9,0,1,9,9,0.2,1.5,0,WhytKe00,1.9
491,Christian Wilkins,MIA,24,RDE,16,14,1,1,100.00%,1,1,1,1,1,1,0.1,0.1,1,WilkCh00,5.1
492,Jay Ajayi,PHI,26,rb,3,0,1,0,0.00%,0,,0,0,0,0,0,0,0,AjayJa00,0
493,Michael Burton,WAS,27,rb,10,2,1,0,0.00%,0,,0,0,0,0,0,0,,BurtMi00,0
494,Kirk Cousins*,MIN,31,QB,15,15,1,0,0.00%,0,,0,0,0,0,0,0,10,CousKi00,-20
495,Dane Cruikshank,TEN,24,db,16,0,1,0,0.00%,0,,0,0,0,0,0,0,,CruiDa00,0
496,Dalyn Dawkins,TEN,25,rb,2,0,1,0,0.00%,0,,0,0,0,0,0,0,0,DawkDa01,0
497,George Fant,SEA,27,t,16,7,1,0,0.00%,0,,0,0,0,0,0,0,,FantGe00,0
498,Travis Fulgham,DET,24,wr,3,0,3,0,0.00%,0,,0,0,0,0,0,0,,FulgTr00,0
499,Jalen Guyton,LAC,22,wr,3,0,2,0,0.00%,0,,0,0,0,0,0,0,,GuytJa01,0
500,Justin Hardee,NOR,25,wr,16,0,1,0,0.00%,0,,0,0,0,0,0,0,,HardJu01,0
501,Lil'Jordan Humphrey,NOR,21,wr,5,1,1,0,0.00%,0,,0,0,0,0,0,0,,HumpLi01,0
502,Deon Lacey,MIA,29,lb,16,0,1,0,0.00%,0,,0,0,0,0,0,0,,LaceDe00,0
503,David Long,LAR,21,db,8,0,1,0,0.00%,0,,0,0,0,0,0,0,,LongDa02,0
504,Jamize Olawale,DAL,30,fb,16,5,2,0,0.00%,0,,0,0,0,0,0,0,,OlawJa00,0
505,Jace Sternberger,GNB,23,te,6,1,1,0,0.00%,0,,0,0,0,0,0,0,,SterJa00,0
506,Taywan Taylor,CLE,24,wr,3,1,1,0,0.00%,0,,0,0,0,0,0,0,0,TaylTa00,0
507,Tyrod Taylor,LAC,30,qb,8,0,1,0,0.00%,0,,0,0,0,0,0,0,0,TaylTy00,0
508,Chad Williams,IND,25,wr,1,0,1,0,0.00%,0,,0,0,0,0,0,0,,WillCh05,0
